titleId,titleType,originalTitle,,runtimeMinutes,genres,averageRating
tt0423866,movie,Bin-jip,,88,"Crime,Drama,Romance",5.8
tt0273048,movie,30 Years to Life,,110,"Comedy,Drama,Romance",6.3
tt0233142,movie,3000 Miles to Graceland,,125,"Action,Comedy,Crime",6.3
tt0050086,movie,3:10 to Yuma,,92,"Drama,Thriller,Western",8.7
tt0381849,movie,3:10 to Yuma,,122,"Action,Crime,Drama",7.2
tt0118540,movie,4 Little Girls,,102,"Documentary,History",5.8
tt0243736,movie,40 Days and 40 Nights,,96,"Comedy,Romance",8.8
tt0083511,movie,48 Hrs.,,96,"Action,Comedy,Crime",8.2
tt0052530,movie,4D Man,,85,"Action,Horror,Romance",7
tt0464783,movie,5 Sides of a Coin,,70,"Documentary,Music",7.9
tt0343660,movie,50 First Dates,,99,"Comedy,Drama,Romance",9.7
tt0120577,movie,54,,93,"Drama,Music",6.3
tt0056800,movie,55 Days at Peking,,154,"Action,Adventure,Drama",7
tt0057811,movie,633 Squadron,,102,"Drama,War",7.1
tt0235154,movie,Ruang talok 69,,118,"Comedy,Crime,Thriller",7.5
tt0348816,movie,7 Days in September,,94,Documentary,6.5
tt0057812,movie,7 Faces of Dr. Lao,,100,"Fantasy,Mystery,Western",7
tt0118541,movie,8 Heads in a Duffel Bag,,95,"Adventure,Comedy,Crime",7.4
tt0182668,movie,Eitoman - Subete no sabishii yoru no tame ni,,83,"Action,Sci-Fi",7.4
tt0298203,movie,8 Mile,,110,"Drama,Music",8.1
tt0109021,movie,8 Seconds,,105,"Biography,Drama,Sport",8.3
tt4158834,movie,8 Seconds,,120,"Biography,Drama,Fantasy",7.6
tt0283832,movie,8 femmes,,111,"Comedy,Crime,Musical",8.1
tt0292886,movie,800 balas,,124,"Action,Comedy,Drama",6.7
tt0090570,movie,84 Charing Cross Road,,100,"Biography,Drama,Romance",8.1
tt0134273,movie,8MM,,123,"Crime,Drama,Mystery",7.8
tt0370244,movie,Nain souruzu,,120,"Adventure,Comedy,Crime",6.5
tt4917224,movie,11-Sep,,90,Action,5.9
tt0092499,movie,90 Degrees South,,70,Documentary,6.4
tt0121506,movie,Long Wei shan zhuang,,91,"Action,Comedy",6.5
tt0268978,movie,A Beautiful Mind,,135,"Biography,Drama",7.6
tt0092263,movie,Ying hung boon sik,,95,"Action,Crime,Drama",7.6
tt1138442,movie,Moo-jeok-ja,,124,"Action,Crime,Drama",7.6
tt0094357,movie,Ying hung boon sik II,,105,"Action,Crime,Drama",9.4
tt0168504,movie,A Better Way to Die,,101,"Action,Comedy,Crime",9.4
tt0072730,movie,A Boy and His Dog,,91,"Comedy,Drama,Sci-Fi",9.4
tt0075784,movie,A Bridge Too Far,,175,"Drama,History,War",8.7
tt0069823,movie,Una breve vacanza,,112,"Drama,Romance",8.7
tt0106489,movie,A Bronx Tale,,121,"Crime,Drama,Romance",8.7
tt0120623,movie,A Bug's Life,,95,"Adventure,Animation,Comedy",7.5
tt0125680,movie,A Bullet in the Head,,89,Drama,7.5
tt0342180,movie,A Certain Kind of Death,,69,Documentary,7.5
tt0283037,movie,Tanging yaman,,112,"Drama,Family",6.4
tt0093978,movie,Sien lui yau wan,,98,"Action,Fantasy,Horror",5.7
tt0088915,movie,A Chorus Line,,113,"Drama,Music,Musical",5.3
tt0029992,movie,A Christmas Carol,,69,"Drama,Family,Fantasy",6
tt0029992,movie,A Christmas Carol,,69,"Drama,Family,Fantasy",7.2
tt0029992,movie,A Christmas Carol,,69,"Drama,Family,Fantasy",8.3
tt0039562,movie,Leyenda de Navidad,,80,"Drama,Fantasy",7
tt0039562,movie,Leyenda de Navidad,,80,"Drama,Fantasy",5.1
tt0039562,movie,Leyenda de Navidad,,80,"Drama,Fantasy",3.5
tt0044008,movie,Scrooge,,86,"Drama,Fantasy",6.1
tt0044008,movie,Scrooge,,86,"Drama,Fantasy",6.8
tt0044008,movie,Scrooge,,86,"Drama,Fantasy",7.6
tt0443734,movie,Natale a casa Deejay - A Christmas Carol,,75,"Comedy,Fantasy",8.1
tt0443734,movie,Natale a casa Deejay - A Christmas Carol,,75,"Comedy,Fantasy",7.3
tt0443734,movie,Natale a casa Deejay - A Christmas Carol,,75,"Comedy,Fantasy",3.4
tt10476682,movie,A Christmas Carol,,75,"Drama,Fantasy,Music",7.6
tt10476682,movie,A Christmas Carol,,75,"Drama,Fantasy,Music",9.4
tt10476682,movie,A Christmas Carol,,75,"Drama,Fantasy,Music",7.1
tt1067106,movie,A Christmas Carol,,96,"Animation,Drama,Family",6.1
tt1067106,movie,A Christmas Carol,,96,"Animation,Drama,Family",7.3
tt1067106,movie,A Christmas Carol,,96,"Animation,Drama,Family",8.2
tt10778144,movie,A Christmas Carol,,73,Comedy,4.7
tt10778144,movie,A Christmas Carol,,73,Comedy,7.3
tt10778144,movie,A Christmas Carol,,73,Comedy,6.9
tt13569424,movie,A Christmas Carol,,49,Family,6.2
tt13569424,movie,A Christmas Carol,,49,Family,5.8
tt13569424,movie,A Christmas Carol,,49,Family,2.6
tt13571948,movie,A Christmas Carol,,77,Drama,5.3
tt13571948,movie,A Christmas Carol,,77,Drama,6.8
tt13571948,movie,A Christmas Carol,,77,Drama,4.3
tt2131447,movie,A Christmas Carol,,89,Musical,4.9
tt2131447,movie,A Christmas Carol,,89,Musical,6.6
tt2131447,movie,A Christmas Carol,,89,Musical,3.6
tt2294459,movie,A Christmas Carol,,82,Drama,3.2
tt2294459,movie,A Christmas Carol,,82,Drama,7.6
tt2294459,movie,A Christmas Carol,,82,Drama,6.1
tt4387314,movie,A Christmas Carol,,75,Fantasy,7
tt4387314,movie,A Christmas Carol,,75,Fantasy,8
tt4387314,movie,A Christmas Carol,,75,Fantasy,6.8
tt4776578,movie,A Christmas Carol,,59,"Drama,Family,Fantasy",5.3
tt4776578,movie,A Christmas Carol,,59,"Drama,Family,Fantasy",5.9
tt4776578,movie,A Christmas Carol,,59,"Drama,Family,Fantasy",6
tt7820614,movie,A Christmas Carol,,57,Fantasy,8.2
tt7820614,movie,A Christmas Carol,,57,Fantasy,7.2
tt7820614,movie,A Christmas Carol,,57,Fantasy,6.9
tt8232648,movie,A Christmas Carol,,81,Drama,7.6
tt8232648,movie,A Christmas Carol,,81,Drama,7.7
tt8232648,movie,A Christmas Carol,,81,Drama,7.8
tt9136058,movie,A Christmas Carol,,94,"Animation,Drama",5.6
tt9136058,movie,A Christmas Carol,,94,"Animation,Drama",8.2
tt9136058,movie,A Christmas Carol,,94,"Animation,Drama",6.9
tt9387380,movie,A Christmas Carol,,121,"Drama,Family,Musical",5.9
tt9387380,movie,A Christmas Carol,,121,"Drama,Family,Musical",7.1
tt9387380,movie,A Christmas Carol,,121,"Drama,Family,Musical",8.2
tt9416854,movie,A Christmas Carol,,51,Animation,6.8
tt9416854,movie,A Christmas Carol,,51,Animation,6.5
tt9416854,movie,A Christmas Carol,,51,Animation,6.8
tt0085334,movie,A Christmas Story,,93,"Comedy,Family",8.5
tt0356470,movie,A Cinderella Story,,95,"Comedy,Family,Romance",5.8
tt0120633,movie,A Civil Action,,115,Drama,7.2
tt0066921,movie,A Clockwork Orange,,136,"Crime,Drama,Sci-Fi",8.4
tt0118018,movie,Un divan Ã  New York,,108,"Comedy,Romance",6.7
tt0061523,movie,A Countess from Hong Kong,,120,"Comedy,Romance",6.7
tt0094924,movie,Evil Angels,,120,"Biography,Drama",7.8
tt0099327,movie,A Cry in the Wild,,82,"Action,Adventure,Thriller",6.4
tt0377744,movie,A Day Without a Mexican,,100,"Comedy,Drama,Fantasy",7.2
tt0028772,movie,A Day at the Races,,111,"Comedy,Musical,Sport",7.3
tt0342275,movie,A Decade Under the Influence,,138,Documentary,7.2
tt0069958,movie,A Delicate Balance,,133,Drama,4.8
tt0326828,movie,A Different Loyalty,,96,"Drama,Romance,Thriller",8.4
tt0365125,movie,A Dirty Shame,,89,Comedy,5.4
tt0026285,movie,A Dog of Flanders,,72,Drama,5.5
tt0026285,movie,A Dog of Flanders,,72,Drama,7.1
tt0052745,movie,A Dog of Flanders,,96,"Drama,Family",7.8
tt0052745,movie,A Dog of Flanders,,96,"Drama,Family",7.1
tt0160216,movie,A Dog of Flanders,,100,"Drama,Family",6.6
tt0160216,movie,A Dog of Flanders,,100,"Drama,Family",8.5
tt0168334,tvSeries,FurandÃ¢su no inu,,24,"Animation,Drama,Family",6.5
tt0168334,tvSeries,FurandÃ¢su no inu,,24,"Animation,Drama,Family",7.1
tt0007867,movie,A Doll's House,,50,Drama,6.3
tt0009020,movie,A Doll's House,,50,Drama,7.4
tt0013076,movie,A Doll's House,,70,Drama,7.5
tt0069987,movie,A Doll's House,,105,Drama,6.5
tt0069988,movie,A Doll's House,,106,Drama,7.2
tt8681590,movie,A Doll's House,,144,Drama,8.5
tt0039335,movie,A Double Life,,104,"Crime,Drama,Film-Noir",4.8
tt0047694,movie,Das zweite Leben,,90,Drama,7.1
tt0050371,movie,A Face in the Crowd,,126,"Drama,Music",6.6
tt0350908,movie,A Face in the Crowd,,58,Drama,7.7
tt0028850,movie,A Family Affair,,69,Comedy,4.3
tt0087963,movie,Quan jia fu,,97,"Comedy,Drama",9.3
tt0136865,movie,A Family Affair,,96,"Adult,Drama",8.7
tt0288520,movie,A Family Affair,,107,"Comedy,Romance",8.6
tt10581890,movie,A Family Affair,,101,Comedy,5.7
tt4137808,movie,Mia oikogeneiaki ypothesi,,82,"Biography,Documentary,Family",8.2
tt4653186,movie,A Family Affair,,110,Documentary,6.8
tt0116275,movie,A Family Thing,,109,"Comedy,Drama",8.2
tt0106868,movie,A Far Off Place,,100,"Adventure,Drama,Family",7.5
tt0022879,movie,A Farewell to Arms,,80,"Drama,Romance,War",7.2
tt0022879,movie,A Farewell to Arms,,80,"Drama,Romance,War",5.8
tt0050379,movie,A Farewell to Arms,,152,"Drama,Romance,War",7
tt0050379,movie,A Farewell to Arms,,152,"Drama,Romance,War",3.7
tt0104257,movie,A Few Good Men,,138,"Drama,Thriller",7.2
tt0095159,movie,A Fish Called Wanda,,108,"Comedy,Crime",7.3
tt0096989,movie,Bu tuo wa de ren,,99,"Comedy,Drama",5.6
tt0058461,movie,Per un pugno di dollari,,99,"Action,Drama,Western",6.8
tt0098185,movie,"Religion, Inc.",,84,"Comedy,Drama",6.2
tt0079168,movie,A Force of One,,90,"Action,Crime,Drama",6.5
tt0060438,movie,A Funny Thing Happened on the Way to the Forum,,99,"Comedy,Musical",6.7
tt0260924,movie,A Gentleman's Game,,112,"Drama,Sport",8.1
tt0155723,movie,A Good Baby,,87,Drama,7.4
tt1540733,movie,A Good Day to Die,,90,"Biography,Documentary,History",8.2
tt0082053,movie,Le beau mariage,,93,"Comedy,Drama,Romance",6.7
tt2180994,movie,A Good Marriage,,102,"Crime,Drama,Thriller",6.9
tt0203536,movie,A Good Night to Die,,100,"Action,Comedy,Thriller",6.7
tt0113198,movie,A Goofy Movie,,78,"Adventure,Animation,Comedy",6.5
tt0061736,movie,A Guide for the Married Man,,89,"Comedy,Romance",7
tt0295289,movie,A Guy Thing,,101,"Comedy,Romance",7.2
tt0092260,movie,Yi gai yun tian,,89,"Action,Comedy,Crime",8.5
tt0059269,movie,A High Wind in Jamaica,,103,"Adventure,Drama",8.2
tt0273359,tvSeries,A History of Britain,,60,"Documentary,History",7.4
tt0052896,movie,A Hole in the Head,,120,"Comedy,Drama",6.4
tt0202909,movie,A Hole in the Head,,54,Documentary,7.8
tt6758532,movie,Diera v Hlave,,90,Documentary,7.3
tt7036332,movie,Dziura w glowie,,91,Drama,7.7
tt0359423,movie,A Home at the End of the World,,97,"Drama,Romance",7.6
tt0107130,movie,A Home of Our Own,,104,"Biography,Drama",7.2
tt0210786,movie,A Kid Called Danger,,85,"Crime,Family",6.7
tt0113538,movie,A Kid in King Arthur's Court,,89,"Adventure,Comedy,Family",7.9
tt0385813,movie,A Killer Within,,110,"Drama,Thriller",6.4
tt0049414,movie,A Kiss Before Dying,,94,"Crime,Film-Noir,Mystery",7.2
tt0049414,movie,A Kiss Before Dying,,94,"Crime,Film-Noir,Mystery",7.6
tt0102220,movie,A Kiss Before Dying,,94,"Crime,Drama,Mystery",6.6
tt0102220,movie,A Kiss Before Dying,,94,"Crime,Drama,Mystery",5.4
tt0183790,movie,A Knight's Tale,,132,"Action,Adventure,Romance",7.4
tt0036092,movie,A Lady Takes a Chance,,86,"Comedy,Romance,Western",4.8
tt0104694,movie,A League of Their Own,,128,"Comedy,Drama,Sport",6.2
tt0106055,tvSeries,A League of Their Own,,30,"Comedy,Sport",6.7
tt2184186,tvSeries,A League of Their Own,,45,"Comedy,Game-Show,Sport",7.2
tt0041587,movie,A Letter to Three Wives,,103,"Drama,Romance",7.8
tt0119533,movie,A Life Apart: Hasidism in America,,96,Documentary,8.7
tt0119535,movie,A Life Less Ordinary,,103,"Comedy,Crime,Fantasy",9
tt0470846,movie,A Line in the Sand,,85,"Drama,War",7.5
tt1046957,movie,A Line in the Sand,,90,Drama,8.3
tt0256150,movie,A Little Inside,,95,"Comedy,Drama,Family",6.2
tt0008196,movie,A Little Princess,,62,Drama,6.3
tt0073301,tvSeries,A Little Princess,,25,Drama,8.4
tt0113670,movie,A Little Princess,,97,"Drama,Family,Fantasy",5.8
tt11414492,movie,A Little Princess,,104,Drama,8.4
tt0079477,movie,A Little Romance,,110,"Adventure,Comedy,Romance",5.4
tt0391304,movie,A Lot Like Love,,107,"Comedy,Drama,Romance",7.2
tt0198668,movie,A Love Divided,,98,"Biography,Drama,Romance",7.5
tt0369672,movie,A Love Song for Bobby Long,,119,Drama,6.2
tt0294279,movie,Aime ton pÃ¨re,,103,Drama,7.9
tt0110399,movie,A Low Down Dirty Shame,,108,"Action,Comedy,Crime",6
tt0266465,movie,A Man Apart,,109,"Action,Crime,Drama",6
tt0203672,movie,Jung wa ying hong,,116,"Action,Adventure,Drama",6
tt0066049,movie,A Man Called Horse,,114,"Adventure,Drama,Western",7.5
tt0066050,movie,A Man Called Sledge,,93,Western,7.5
tt0049902,movie,Un condamnÃ© Ã  mort s'est Ã©chappÃ© ou Le vent souffle oÃ¹ il veut,,101,"Drama,Thriller,War",7.5
tt0061138,movie,Un homme et une femme,,102,"Drama,Romance",5.3
tt5700648,movie,Nam-gwa yeo,,115,Drama,5.3
tt0060665,movie,A Man for All Seasons,,120,"Biography,Drama,History",5.3
tt0107179,movie,I Love a Man in Uniform,,99,"Drama,Thriller",8.1
tt0160513,movie,A Map of the World,,125,Drama,8.1
tt0051065,movie,To teleftaio psemma,,112,Drama,8.1
tt0217119,movie,Une affaire de goÃ»t,,90,"Crime,Drama,Thriller",6.1
tt0102443,movie,A Midnight Clear,,108,"Drama,War",6.1
tt0026714,movie,A Midsummer Night's Dream,,133,"Comedy,Fantasy,Romance",6.1
tt0026714,movie,A Midsummer Night's Dream,,133,"Comedy,Fantasy,Romance",7.8
tt0053261,movie,Sen noci svatojÃ¡nskÃ©,,76,"Animation,Comedy,Fantasy",7.8
tt0053261,movie,Sen noci svatojÃ¡nskÃ©,,76,"Animation,Comedy,Fantasy",7.8
tt0060694,movie,A Midsummer Night's Dream,,93,Music,7.8
tt0060694,movie,A Midsummer Night's Dream,,93,Music,7.8
tt0063297,movie,A Midsummer Night's Dream,,124,"Comedy,Fantasy,Romance",7.8
tt0063297,movie,A Midsummer Night's Dream,,124,"Comedy,Fantasy,Romance",5.9
tt0117043,movie,A Midsummer Night's Dream,,105,"Comedy,Romance",5.9
tt0117043,movie,A Midsummer Night's Dream,,105,"Comedy,Romance",5.9
tt0140379,movie,A Midsummer Night's Dream,,116,"Comedy,Fantasy,Romance",6.7
tt0140379,movie,A Midsummer Night's Dream,,116,"Comedy,Fantasy,Romance",6.7
tt10384514,movie,A Midsummer Night's Dream,,180,"Comedy,Drama,Romance",6.7
tt10384514,movie,A Midsummer Night's Dream,,180,"Comedy,Drama,Romance",6.2
tt12517576,movie,A Midsummer Night's Dream,,171,Comedy,6.2
tt12517576,movie,A Midsummer Night's Dream,,171,Comedy,6.2
tt1356920,movie,Manatsu no yo no yume,,105,Drama,7.4
tt1356920,movie,Manatsu no yo no yume,,105,Drama,7.4
tt5659816,movie,A Midsummer Night's Dream,,105,"Comedy,Fantasy",7.4
tt5659816,movie,A Midsummer Night's Dream,,105,"Comedy,Fantasy",4.7
tt5755040,movie,A Midsummer Night's Dream,,106,Comedy,4.7
tt5755040,movie,A Midsummer Night's Dream,,106,Comedy,4.7
tt0323248,movie,A Midsummer Night's Rave,,85,Drama,6.3
tt0084329,movie,A Midsummer Night's Sex Comedy,,88,Comedy,6.3
tt0310281,movie,A Mighty Wind,,91,"Comedy,Music",6.3
tt0110518,movie,A Million to Juan,,97,Comedy,5.7
tt0100777,movie,Tin joek yau ching,,87,"Action,Crime,Romance",5.7
tt0113849,movie,A Month by the Lake,,92,"Comedy,Drama,Romance",5.7
tt0133985,movie,A Murder of Crows,,102,"Action,Crime,Thriller",6.8
tt0057360,movie,A New Kind of Love,,110,"Comedy,Romance",6.8
tt0026778,movie,A Night at the Opera,,96,"Comedy,Music,Musical",6.8
tt0026778,movie,A Night at the Opera,,96,"Comedy,Music,Musical",5.8
tt0120770,movie,A Night at the Roxbury,,82,"Comedy,Music,Romance",5.8
tt0038777,movie,A Night in Casablanca,,85,Comedy,5.8
tt0086011,movie,A Night in Heaven,,83,"Drama,Romance",7.1
tt0095736,movie,A Night in the Life of Jimmy Reardon,,90,"Comedy,Drama,Romance",7.1
tt0036203,movie,A Night to Remember,,91,"Comedy,Mystery,Romance",7.1
tt0051994,movie,A Night to Remember,,123,"Biography,Drama,History",3.3
tt0241535,movie,Sono yo wa wasurenai,,96,Drama,3.3
tt0417015,movie,A Night with Lou Reed,,60,Music,3.3
tt0087800,movie,A Nightmare on Elm Street,,91,Horror,4.4
tt1179056,movie,A Nightmare on Elm Street,,95,"Crime,Drama,Horror",4.4
tt0089686,movie,A Nightmare on Elm Street Part 2: Freddy's Revenge,,87,Horror,4.4
tt0093629,movie,A Nightmare on Elm Street 3: Dream Warriors,,96,"Fantasy,Horror",5
tt0095742,movie,A Nightmare on Elm Street 4: The Dream Master,,93,Horror,5
tt0097981,movie,A Nightmare on Elm Street: The Dream Child,,89,"Fantasy,Horror",5
tt0087892,movie,A Passage to India,,164,"Adventure,Drama,History",5.1
tt0059573,movie,A Patch of Blue,,105,"Drama,Romance",5.1
tt0117320,movie,A Perfect Candidate,,105,Documentary,5.1
tt0120787,movie,A Perfect Murder,,107,"Crime,Drama,Thriller",5.7
tt0107808,movie,A Perfect World,,138,"Crime,Drama,Thriller",5.7
tt0076543,movie,A Piece of the Action,,135,"Comedy,Crime",5.7
tt1442057,tvSeries,A Place Called Home,,30,Drama,5.2
tt0043924,movie,A Place in the Sun,,122,"Drama,Romance",5.2
tt0300839,tvSeries,A Place in the Sun,,30,Documentary,5.2
tt1669558,movie,A Place in the Sun,,45,Drama,6.1
tt0089823,movie,A Polish Vampire in Burbank,,80,"Comedy,Horror",6.1
tt0093771,movie,A Prayer for the Dying,,107,"Action,Crime,Drama",6.1
tt0120793,movie,A Price Above Rubies,,117,"Drama,Romance",5.5
tt0089838,movie,A Private Function,,92,Comedy,5.5
tt0094531,tvSeries,A Pup Named Scooby-Doo,,30,"Animation,Comedy,Family",5.5
tt0114210,movie,A Pyromaniac's Love Story,,94,"Comedy,Romance",7.2
tt0102749,movie,A Rage in Harlem,,115,"Comedy,Crime",7.2
tt0055353,movie,A Raisin in the Sun,,128,Drama,7.2
tt0055353,movie,A Raisin in the Sun,,128,Drama,5.6
tt0135024,movie,Une vraie jeune fille,,93,Drama,5.6
tt0105265,movie,A River Runs Through It,,123,Drama,5.6
tt0201899,movie,A Rumor of Angels,,106,Drama,6.8
tt0103704,movie,"Ano natsu, ichiban shizukana umi",,101,"Comedy,Drama,Romance",6.8
tt0069249,movie,A Separate Peace,,104,Drama,6.8
tt0111236,movie,Una sombra ya pronto serÃ¡s,,105,Drama,6.6
tt0100602,movie,A Shock to the System,,88,"Comedy,Crime,Thriller",6.6
tt0095468,movie,KrÃ³tki film o zabijaniu,,84,"Crime,Drama",6.6
tt0095467,movie,KrÃ³tki film o milosci,,87,"Drama,Romance",5.8
tt0193854,movie,A Shot at Glory,,114,"Drama,Sport",5.8
tt0026991,movie,A Shot in the Dark,,69,"Mystery,Thriller",5.8
tt0034185,movie,A Shot in the Dark,,57,"Comedy,Drama,Mystery",6.8
tt0058586,movie,A Shot in the Dark,,102,"Comedy,Mystery",6.8
tt6082610,movie,A Shot in the Dark,,86,"Biography,Documentary,Sport",6.8
tt0100606,movie,A Show of Force,,95,"Drama,Thriller",4.9
tt0120324,movie,A Simple Plan,,121,"Crime,Drama,Thriller",4.9
tt0111194,movie,A Simple Twist of Fate,,106,"Comedy,Drama",4.9
tt0113057,movie,La fille seule,,90,Drama,2.5
tt0120151,movie,A Smile Like Yours,,98,"Comedy,Romance",2.5
tt0330904,movie,Rokugatsu no hebi,,77,"Drama,Horror,Mystery",2.5
tt0088146,movie,A Soldier's Story,,101,"Crime,Drama,Mystery",5.5
tt7785320,movie,A Soldier's Story,,114,War,5.5
tt0096131,movie,A Soldier's Tale,,96,"Drama,Romance,War",5.5
tt0257215,movie,En sÃ¥ng fÃ¶r Martin,,117,"Drama,Music,Romance",6.2
tt0107158,movie,Hua hun,,130,"Biography,Drama,Romance",6.2
tt0029606,movie,A Star Is Born,,111,"Drama,Romance",6.2
tt0029606,movie,A Star Is Born,,111,"Drama,Romance",3.4
tt0047522,movie,A Star Is Born,,154,"Drama,Musical,Romance",3.4
tt0047522,movie,A Star Is Born,,154,"Drama,Musical,Romance",3.4
tt0075265,movie,A Star Is Born,,139,"Drama,Music,Romance",3.9
tt0075265,movie,A Star Is Born,,139,"Drama,Music,Romance",3.9
tt1517451,movie,A Star Is Born,,136,"Drama,Music,Romance",3.9
tt1517451,movie,A Star Is Born,,136,"Drama,Music,Romance",8.6
tt0025929,movie,Ukikusa monogatari,,86,Drama,8.6
tt0105483,movie,A Stranger Among Us,,110,"Crime,Drama,Romance",8.6
tt0126680,movie,A Stranger in the Kingdom,,112,Drama,4.7
tt0044081,movie,A Streetcar Named Desire,,122,Drama,4.7
tt0115940,movie,Conte d'Ã©tÃ©,,113,"Comedy,Drama,Romance",4.7
tt0097106,movie,Conte de printemps,,108,"Comedy,Drama,Romance",4.8
tt0365376,movie,"Janghwa, Hongryeon",,114,"Drama,Horror,Mystery",4.8
tt0364093,movie,Um Filme Falado,,96,"Comedy,Drama,History",4.8
tt0180242,movie,A Texas Funeral,,98,"Comedy,Drama,Fantasy",3.2
tt0120323,movie,A Thousand Acres,,105,Drama,3.2
tt0358590,movie,"Mil nubes de paz cercan el cielo, amor, jamÃ¡s acabarÃ¡s de ser amor",,83,"Drama,Romance",3.2
tt0242953,movie,A Time for Dancing,,100,"Drama,Music",3.2
tt0117913,movie,A Time to Kill,,149,"Crime,Drama,Thriller",3.2
tt0257623,movie,I epohi ton dolofonon,,110,"Crime,Drama,Thriller",3.2
tt0289555,movie,A Time to Kill,,65,Drama,6.8
tt0070819,movie,A Touch of Class,,106,"Comedy,Romance",6.8
